Terminal log file
Date: 21.02.05 - 10:26:25
-----------------------------------------------

*Kwh forbruk de 4090 siste timene
*Maaler instilling: 1000
*Timeteller, WATT,InneTemp,UteTemp
00000035;4,419;17;0,6
00000034;4,193;17;0,5
00000033;4,122;18;0,5
00000032;7,832;19;0,9
00000031;10,305;19;1,3
00000030;13,087;20;1,5
00000029;12,122;20;1,6
00000028;12,316;20;2,0
00000027;12,082;20;1,9
00000026;12,266;19;1,3
00000025;12,267;18;0,4
00000024;11,732;18;0,2
00000023;10,904;18;0,1
00000022;5,814;18;0,2
00000021;4,866;17;0,2
00000020;3,653;17;0,1
00000019;3,642;17;0,0
00000018;3,486;17;0,1
00000017;3,558;17;0,2
00000016;3,419;17;0,2
00000015;3,463;18;0,9
00000014;3,458;18;1,1
00000013;3,376;18;1,3
00000012;3,460;19;1,0
00000011;3,435;19;0,6
00000010;3,561;19;0,9
00000009;3,471;20;1,4
00000008;8,727;20;1,6
00000007;10,462;20;1,9
00000006;11,578;21;2,6
00000005;11,615;21;6,8
00000004;11,608;21;3,5
00000003;11,967;20;1,4
00000002;11,714;20;0,3
00000001;11,658;19;0,4
00000000;11,449;18;0,4
00000000;0,001;255;0,1
00000061;5,780;18;0,8
00000060;4,836;18;0,6
00000059;4,279;18;0,8
00000058;3,381;18;-1,5
00000057;2,993;19;-1,4
00000056;3,073;19;-1,2
00000055;3,032;19;0,9
00000054;3,063;19;0,9
00000053;3,248;19;0,4
00000052;4,762;19;0,0
00000051;3,692;19;0,2
00000050;2,998;19;0,8
00000049;3,099;19;0,9
00000048;2,995;19;1,5
00000047;2,919;19;2,0
00000046;2,825;19;2,1
00000045;2,809;19;1,9
00000044;2,866;19;2,0
00000043;2,796;19;2,1
00000042;2,887;19;1,8
00000041;2,789;19;1,3
00000040;2,900;19;1,3
00000039;2,828;19;1,0
00000038;3,082;19;1,3
00000037;3,073;19;1,4
00000036;3,044;19;1,2
00000035;3,092;19;1,4
00000034;3,003;19;1,5
00000033;3,094;20;1,8
00000032;2,995;19;1,9
00000031;3,094;20;2,2
00000030;3,058;20;2,2
00000029;3,033;20;2,2
00000028;3,096;20;2,2
00000027;3,007;20;2,3
00000026;3,101;20;2,3
00000025;2,992;20;2,1
00000024;3,091;20;2,1
00000023;2,863;20;2,3
00000022;2,831;20;2,7
00000021;2,836;20;2,7
00000020;2,795;20;2,8
00000019;2,881;20;3,1
00000018;2,781;20;2,7
00000017;2,895;20;2,5
00000016;2,784;20;2,3
00000015;2,920;20;2,0
00000014;3,048;20;2,1
00000013;3,048;20;2,1
00000012;3,106;20;2,3
00000011;3,028;20;2,5
00000010;3,099;21;2,6
00000009;2,990;21;2,9
00000008;3,086;21;3,2
00000007;3,043;21;3,2
00000006;3,110;21;3,2
00000005;3,111;21;3,7
00000004;3,048;21;4,2
00000003;3,148;21;4,1
00000002;3,040;22;4,1
00000001;3,145;22;4,3
00000000;5,805;22;4,6
-----------------------------------------------
Date: 21.02.05 - 10:26:46
End log file
