Terminal log file
Date: 21.02.05 - 10:26:25
-----------------------------------------------

*Kwh forbruk de 4090 siste timene
*Maaler instilling: 1000
*Timeteller, WATT,InneTemp,UteTemp
00000000;0,001;255;0,1
00000336;13,222;20;-3,1
00000335;13,001;20;-3,5
00000334;12,396;20;-4,0
00000333;7,857;20;-4,3
00000332;6,040;20;-3,2
00000331;5,731;20;-2,6
00000330;4,476;20;-2,8
00000329;4,411;20;-1,8
00000328;4,382;20;0,7
00000327;4,315;20;0,5
00000326;4,592;20;0,3
00000325;4,469;20;-1,1
00000324;4,312;20;0,3
00000323;4,293;20;1,2
00000322;4,459;20;1,3
00000321;4,237;20;1,6
00000320;3,467;20;1,9
00000319;3,301;20;1,8
00000318;3,479;20;2,2
00000317;3,503;20;2,3
00000316;3,359;20;2,6
00000315;3,390;20;2,2
00000314;3,668;20;2,4
00000313;3,952;20;2,3
00000312;4,224;20;1,8
00000311;4,105;20;0,9
00000310;4,260;20;1,0
00000309;4,145;20;0,8
00000308;4,136;20;1,3
00000307;4,138;20;1,2
00000306;4,221;20;1,1
00000305;4,176;20;0,8
00000304;4,004;20;0,6
00000303;4,128;20;0,7
00000302;4,330;20;1,0
00000301;4,059;20;1,3
00000300;4,231;20;1,3
00000299;4,111;20;1,8
00000298;4,250;20;1,7
00000297;4,139;20;1,7
00000296;3,531;20;1,6
00000295;3,368;20;1,4
00000294;3,332;20;2,0
00000293;3,393;20;2,5
00000292;3,452;20;2,6
00000291;3,318;20;1,9
00000290;3,368;20;1,4
00000289;3,845;20;1,5
00000288;3,831;20;2,2
00000287;3,678;20;2,2
00000286;3,825;20;2,1
00000285;3,845;20;2,1
00000284;3,808;20;2,2
00000283;3,825;21;2,2
00000282;3,729;21;2,5
00000281;3,763;21;2,5
00000280;3,588;21;2,4
00000279;3,915;21;2,4
00000278;3,587;21;2,4
00000277;3,681;21;2,2
00000276;3,658;21;2,6
00000275;3,737;21;2,8
00000274;6,187;21;2,9
00000273;3,461;22;3,2
00000272;6,363;22;3,4
00000271;10,986;22;4,0
00000270;11,490;23;4,2
00000269;11,189;22;5,0
00000268;11,649;22;5,2
00000267;12,971;21;4,0
00000266;13,484;21;3,6
00000265;12,266;21;3,5
00000264;11,944;21;3,4
00000263;11,384;20;3,9
00000262;11,261;20;3,7
00000261;7,345;20;3,5
00000260;5,016;19;3,4
00000259;4,911;19;3,4
00000258;5,000;19;3,4
00000257;4,940;19;3,0
00000256;4,911;19;3,0
00000255;4,840;20;3,2
00000254;4,903;20;2,5
00000253;4,783;20;2,4
00000252;4,687;20;2,1
00000251;4,798;20;1,9
00000250;4,717;20;1,7
00000249;6,659;20;2,2
00000248;10,414;20;2,7
00000247;11,839;20;3,0
00000246;12,296;21;3,2
00000245;11,952;21;3,6
00000244;12,070;20;2,8
00000243;12,100;20;2,8
00000242;12,221;20;2,5
00000241;13,143;20;1,3
00000240;13,696;19;0,2
00000239;12,465;19;0,1
00000238;8,681;19;0,3
00000237;8,641;18;0,2
00000236;7,621;18;0,4
00000235;7,493;18;0,4
00000234;7,520;18;0,0
00000233;8,482;18;0,3
00000232;10,757;18;0,8
00000231;7,670;18;0,9
00000230;6,165;18;1,0
00000229;5,823;18;0,9
00000228;5,832;18;1,1
00000227;5,768;18;1,0
00000226;7,016;19;0,4
00000225;10,090;19;0,6
00000224;10,145;20;0,8
00000223;12,274;20;0,7
00000222;17,297;21;0,7
00000221;19,908;22;0,4
00000220;19,686;21;0,2
00000219;18,519;21;0,0
00000218;20,401;20;0,8
00000217;19,691;19;-2,7
00000216;17,050;18;-5,7
00000215;15,076;17;-8,6
00000214;9,499;16;-9,1
00000213;7,421;16;-9,1
00000212;6,356;17;-8,9
00000211;6,067;17;-9,0
00000210;6,121;17;-9,1
00000209;6,247;17;-9,9
00000208;6,149;17;-10,0
00000207;6,114;17;-10,1
00000206;4,804;17;-9,5
00000205;4,463;17;-9,4
00000204;4,499;18;-8,8
00000203;4,438;18;-9,6
00000202;4,376;18;-8,5
00000201;4,454;19;-7,8
00000200;5,531;20;-6,7
00000199;10,233;21;-5,1
00000198;15,904;21;-4,1
00000197;16,273;22;0,5
00000196;17,608;23;-3,6
00000195;18,226;22;-5,4
00000194;18,353;21;-6,9
00000193;18,596;19;-8,8
00000192;18,316;17;-11,3
00000191;15,193;16;-11,6
00000190;13,435;17;-12,0
00000189;6,422;17;-11,4
00000188;5,457;18;-11,9
00000187;4,928;18;-11,8
00000186;5,018;18;-11,1
00000185;5,007;18;-11,0
00000184;4,699;18;-10,4
00000183;5,132;19;-9,5
00000182;4,265;19;-9,3
00000181;3,994;19;-8,4
00000180;3,746;19;-7,4
00000179;3,604;20;-7,1
00000178;3,587;20;-7,1
00000177;3,600;21;-6,1
00000176;5,550;22;-5,0
00000175;13,151;23;-3,5
00000174;15,321;23;-2,1
00000173;16,057;23;2,4
00000172;17,661;22;-1,4
00000171;15,975;20;-3,2
00000170;15,168;20;-4,9
00000169;14,737;19;-5,5
00000168;14,735;19;-5,8
00000167;13,977;18;-6,0
00000166;11,921;19;-6,0
00000165;6,544;19;-5,5
00000164;5,975;19;-5,0
00000163;5,912;19;-4,3
00000162;4,430;19;-3,5
00000161;4,502;19;-1,8
00000160;4,662;19;-1,2
00000159;4,254;19;-1,2
00000158;3,974;19;-1,6
00000157;3,185;19;-1,8
00000156;3,091;19;-2,3
00000155;3,106;19;-2,5
00000154;3,015;19;-2,1
00000153;3,110;20;0,4
00000152;3,012;20;0,1
00000151;4,066;20;0,5
00000150;4,567;20;0,9
00000149;4,467;20;1,1
00000148;4,203;20;1,2
00000147;4,572;20;0,8
00000146;4,471;20;0,3
00000145;4,283;20;0,1
00000144;4,673;19;0,6
00000143;4,147;19;0,6
00000142;4,603;19;0,5
00000141;4,517;19;0,3
00000140;4,464;19;0,2
00000139;4,658;19;0,2
00000138;4,428;19;0,1
00000137;4,617;19;0,1
00000136;4,367;19;0,4
00000135;4,700;19;0,7
00000134;3,799;19;0,5
00000133;3,073;19;-1,0
00000132;3,132;19;-1,2
00000131;3,030;20;-1,2
00000130;3,083;20;0,8
00000129;3,065;20;0,3
00000128;3,030;20;0,0
00000127;4,247;20;0,1
00000126;4,245;21;0,8
00000125;4,560;21;1,1
00000124;4,238;21;0,9
00000123;4,437;20;0,1
00000122;4,545;20;0,2
00000121;4,127;20;0,1
00000120;4,512;20;0,4
00000119;4,523;20;0,7
00000118;4,456;20;0,6
00000117;4,645;20;0,5
00000116;4,346;20;0,4
00000115;4,732;20;0,3
00000114;4,221;20;0,3
00000113;4,842;20;0,5
00000112;4,632;20;0,4
00000111;4,805;20;0,6
00000110;3,708;19;0,4
00000109;3,148;20;0,1
00000108;3,088;20;0,0
00000107;3,167;20;0,0
00000106;3,183;20;0,5
00000105;3,905;20;0,3
00000104;6,184;21;0,3
00000103;10,455;22;0,2
00000102;12,782;22;0,0
00000101;13,094;22;0,2
00000100;13,428;22;0,6
00000099;13,660;22;1,0
00000098;14,976;21;0,6
00000097;13,339;20;0,5
00000096;12,074;20;0,4
00000095;11,597;20;0,3
00000094;10,638;19;0,1
00000093;5,745;19;0,1
00000092;4,255;19;0,4
00000091;4,220;19;0,0
00000090;4,201;19;0,2
00000089;3,989;19;0,2
00000088;4,135;19;0,5
00000087;4,100;19;0,6
00000086;4,064;19;0,8
00000085;3,998;20;0,4
00000084;4,032;20;0,8
00000083;4,157;20;0,9
00000082;4,305;20;0,9
00000081;5,983;21;1,0
00000080;9,983;21;1,4
00000079;12,394;21;2,5
00000078;12,366;22;3,5
00000077;14,224;21;8,7
00000076;13,226;21;4,8
00000075;12,957;20;3,1
00000074;13,000;20;2,8
00000073;13,374;20;3,1
00000072;14,400;19;3,2
00000071;12,652;19;3,5
00000070;8,901;18;3,8
00000069;7,532;17;4,1
00000068;6,426;17;4,2
00000067;6,555;17;4,2
00000066;6,353;17;3,9
00000065;6,680;17;3,8
00000064;6,230;17;3,8
00000063;6,466;17;3,5
00000062;6,412;18;2,8
00000061;6,216;18;2,7
00000060;6,408;18;2,7
00000059;6,323;18;2,6
00000058;6,301;18;2,4
00000057;8,090;19;2,4
00000056;12,358;19;2,4
00000055;12,732;19;2,4
00000054;13,248;20;2,4
00000053;14,478;22;2,3
00000052;15,469;22;2,3
00000051;16,598;20;2,4
00000050;14,023;18;2,1
00000049;12,296;18;1,5
00000048;11,977;17;1,6
00000047;11,537;17;1,4
00000046;6,348;17;1,1
00000045;5,646;16;1,1
00000044;4,710;16;1,0
00000043;4,440;16;0,8
00000042;4,530;16;0,9
00000041;4,313;16;0,9
00000040;4,344;16;0,6
00000039;4,135;16;0,6
00000038;4,355;16;0,2
00000037;4,438;16;0,3
00000036;4,297;16;0,8
